Product_ID,Product_Category,Orders,Actual_Returns,Actual_Return_Rate,Avg_Risk_Score,Avg_Price,Avg_Discount,Risk_Rank
PROD00008735,Toys,1,0,0.0,0.6196,282.5,16.86,404
PROD00008599,Clothing,1,1,100.0,0.6196,47.99,17.43,405
PROD00001105,Books,1,1,100.0,0.6196,36.23,32.48,406
PROD00003889,Toys,1,0,0.0,0.6195,204.35,45.56,407
PROD00003205,Electronics,1,1,100.0,0.6194,439.45,18.45,408
PROD00003956,Clothing,1,1,100.0,0.6194,48.94,23.9,409
PROD00005975,Books,1,0,0.0,0.6194,218.08,43.36,410
PROD00009082,Books,1,0,0.0,0.6193,54.35,6.29,411
PROD00003753,Books,1,1,100.0,0.6193,122.7,29.11,412
PROD00000351,Books,1,0,0.0,0.6192,311.11,29.12,413
PROD00008175,Books,1,0,0.0,0.619,419.97,41.45,414
PROD00002464,Electronics,1,1,100.0,0.6189,269.16,32.86,415
PROD00000175,Clothing,1,1,100.0,0.6189,381.39,45.86,416
PROD00001349,Electronics,1,0,0.0,0.6189,498.39,35.49,417
PROD00003578,Electronics,1,0,0.0,0.6187,330.19,30.78,418
PROD00006767,Books,1,0,0.0,0.6187,151.24,10.96,419
PROD00003892,Electronics,1,1,100.0,0.6187,242.29,24.8,420
PROD00009728,Clothing,1,1,100.0,0.6186,346.56,44.66,421
PROD00007216,Electronics,1,0,0.0,0.6186,75.02,9.08,422
PROD00002424,Books,1,0,0.0,0.6186,123.66,8.28,423
PROD00007157,Clothing,1,0,0.0,0.6185,92.11,2.39,424
PROD00006785,Books,1,0,0.0,0.6184,15.76,15.73,425
PROD00001887,Home,1,1,100.0,0.6183,436.91,43.12,426
PROD00009869,Electronics,1,0,0.0,0.6183,63.16,49.68,427
PROD00005624,Books,1,0,0.0,0.6181,180.5,7.16,428
PROD00000478,Books,1,1,100.0,0.6179,334.58,37.26,429
PROD00008025,Clothing,1,0,0.0,0.6177,201.74,48.45,430
PROD00004860,Electronics,1,1,100.0,0.6176,98.56,14.99,431
PROD00009433,Electronics,1,1,100.0,0.6175,426.32,3.83,432
PROD00001099,Clothing,1,0,0.0,0.6175,31.96,22.51,433
PROD00003895,Books,1,1,100.0,0.6173,158.3,34.33,434
PROD00008649,Electronics,1,0,0.0,0.6173,412.26,46.85,435
PROD00004205,Toys,1,1,100.0,0.6172,348.46,16.92,436
PROD00002711,Books,1,0,0.0,0.6172,449.8,36.29,437
PROD00007139,Home,1,0,0.0,0.6172,452.21,37.68,438
PROD00009770,Books,1,1,100.0,0.6172,258.51,22.74,439
PROD00009193,Home,1,1,100.0,0.6172,63.29,39.2,440
PROD00001421,Clothing,1,0,0.0,0.6169,391.29,14.91,441
PROD00001540,Books,1,1,100.0,0.6169,308.3,49.27,442
PROD00008219,Toys,1,1,100.0,0.6169,119.22,39.19,443
PROD00004186,Toys,1,1,100.0,0.6168,53.72,37.98,444
PROD00008584,Clothing,1,0,0.0,0.6167,367.48,36.58,445
PROD00002040,Home,1,0,0.0,0.6165,83.51,48.33,446
PROD00005331,Books,1,1,100.0,0.6165,8.01,28.09,447
PROD00009528,Clothing,1,1,100.0,0.6165,345.12,10.88,448
PROD00004054,Books,1,1,100.0,0.6165,279.36,47.75,449
PROD00008505,Home,1,0,0.0,0.6164,19.97,40.41,450
PROD00008738,Home,1,1,100.0,0.6163,227.89,32.34,451
PROD00003224,Clothing,1,1,100.0,0.6162,61.47,10.91,452
PROD00005033,Electronics,1,1,100.0,0.6161,202.55,40.53,453
PROD00004643,Home,1,0,0.0,0.6161,493.31,35.0,454
PROD00007987,Books,1,0,0.0,0.6161,150.7,3.8,455
PROD00000955,Books,1,0,0.0,0.616,338.7,25.71,456
PROD00005916,Electronics,1,0,0.0,0.6159,255.06,31.43,457
PROD00002963,Clothing,1,1,100.0,0.6158,37.68,3.56,458
PROD00004326,Electronics,1,1,100.0,0.6158,75.83,12.77,459
PROD00005004,Toys,1,1,100.0,0.6158,64.35,26.75,460
PROD00002377,Clothing,1,1,100.0,0.6158,196.86,38.11,461
PROD00004689,Home,1,0,0.0,0.6158,67.56,34.01,462
PROD00006504,Toys,1,0,0.0,0.6158,377.6,28.66,463
PROD00007429,Electronics,1,1,100.0,0.6157,282.61,24.6,464
PROD00004429,Electronics,1,1,100.0,0.6157,346.82,8.25,465
PROD00001550,Books,1,1,100.0,0.6157,286.67,10.16,466
PROD00007108,Clothing,1,0,0.0,0.6157,246.99,43.05,467
PROD00000200,Clothing,1,0,0.0,0.6157,82.57,44.8,468
PROD00001366,Clothing,1,1,100.0,0.6156,443.31,23.37,469
PROD00002081,Books,1,1,100.0,0.6155,37.79,27.71,470
PROD00005836,Electronics,1,1,100.0,0.6155,450.68,42.99,471
PROD00008930,Books,1,1,100.0,0.6155,171.48,21.86,472
PROD00003969,Clothing,1,0,0.0,0.6154,439.04,20.87,473
PROD00007128,Toys,1,0,0.0,0.6154,180.14,27.68,474
PROD00003305,Home,1,0,0.0,0.6154,284.68,27.88,475
PROD00003258,Home,1,0,0.0,0.6153,436.8,4.74,476
PROD00002175,Electronics,1,1,100.0,0.6152,279.02,35.21,477
PROD00004726,Clothing,1,1,100.0,0.6152,134.56,17.06,478
PROD00005662,Home,1,1,100.0,0.6151,61.25,16.95,479
PROD00003292,Books,1,0,0.0,0.6149,380.98,35.05,480
PROD00006930,Clothing,1,1,100.0,0.6149,327.23,36.25,481
PROD00004437,Clothing,1,0,0.0,0.6148,441.35,10.62,482
PROD00002250,Clothing,1,1,100.0,0.6147,43.24,11.69,483
PROD00003069,Clothing,1,1,100.0,0.6146,461.1,21.67,484
PROD00008830,Clothing,1,0,0.0,0.6146,367.06,34.11,485
PROD00002890,Electronics,1,1,100.0,0.6146,230.22,49.44,486
PROD00007468,Books,1,1,100.0,0.6145,179.48,29.61,487
PROD00009542,Clothing,1,1,100.0,0.6144,111.95,9.22,488
PROD00006442,Clothing,1,0,0.0,0.6144,343.39,22.8,489
PROD00003964,Home,1,0,0.0,0.6144,274.76,30.27,490
PROD00007420,Electronics,1,0,0.0,0.6143,341.46,14.66,491
PROD00006165,Home,1,1,100.0,0.6143,272.94,46.55,492
PROD00009629,Clothing,1,1,100.0,0.6143,317.66,8.11,493
PROD00002407,Electronics,1,1,100.0,0.6143,311.89,27.41,494
PROD00003413,Toys,1,0,0.0,0.6142,179.96,30.07,495
PROD00005713,Books,1,1,100.0,0.6142,7.13,31.75,496
PROD00000999,Toys,1,1,100.0,0.6141,46.32,18.99,497
PROD00006118,Clothing,1,0,0.0,0.6141,129.29,46.36,498
PROD00001357,Toys,1,1,100.0,0.6138,339.72,44.11,499
PROD00003594,Toys,1,1,100.0,0.6138,347.09,34.58,500
PROD00004632,Electronics,1,1,100.0,0.6136,93.59,38.98,501
PROD00007040,Home,1,0,0.0,0.6136,74.69,47.38,502
PROD00007087,Books,1,0,0.0,0.6136,96.21,20.33,503
PROD00000637,Home,1,0,0.0,0.6135,14.86,22.43,504
PROD00002541,Toys,1,0,0.0,0.6135,49.89,47.66,505
PROD00003883,Home,1,0,0.0,0.6134,31.49,19.38,506
PROD00006229,Books,1,0,0.0,0.6133,226.64,43.57,507
PROD00006199,Toys,1,1,100.0,0.6133,117.73,48.96,508
PROD00006300,Books,1,0,0.0,0.6132,128.22,48.25,509
PROD00002624,Books,1,1,100.0,0.6132,283.53,33.68,510
PROD00009358,Home,1,1,100.0,0.6131,175.12,43.21,511
PROD00000219,Clothing,1,1,100.0,0.6131,393.44,33.6,512
PROD00006294,Clothing,1,1,100.0,0.6131,15.54,4.37,513
PROD00008560,Electronics,1,1,100.0,0.6131,375.58,27.83,514
PROD00000712,Clothing,1,1,100.0,0.6131,151.65,44.37,515
PROD00008303,Clothing,1,1,100.0,0.6131,214.92,31.25,516
PROD00007213,Electronics,1,1,100.0,0.6131,81.17,15.3,517
PROD00009415,Electronics,1,1,100.0,0.613,110.15,46.16,518
PROD00009101,Electronics,1,1,100.0,0.613,167.52,40.64,519
PROD00007750,Books,1,1,100.0,0.6129,270.01,28.99,520
PROD00003040,Electronics,1,0,0.0,0.6129,6.96,20.46,521
PROD00009936,Toys,1,1,100.0,0.6129,392.46,32.2,522
PROD00002282,Books,1,1,100.0,0.6128,102.0,24.68,523
PROD00005189,Books,1,1,100.0,0.6127,19.3,17.72,524
PROD00007521,Clothing,1,0,0.0,0.6127,274.47,18.57,525
PROD00001157,Home,1,0,0.0,0.6127,358.04,28.8,526
PROD00008125,Electronics,1,1,100.0,0.6126,43.0,46.64,527
PROD00002500,Books,1,1,100.0,0.6124,220.67,46.62,528
PROD00004591,Books,1,0,0.0,0.6123,191.06,41.6,529
PROD00003937,Electronics,1,1,100.0,0.6122,266.31,5.81,530
PROD00006303,Clothing,1,1,100.0,0.6122,295.77,38.35,531
PROD00002770,Clothing,1,0,0.0,0.6122,82.32,28.19,532
PROD00000827,Home,1,1,100.0,0.6122,227.92,27.46,533
PROD00000814,Clothing,1,0,0.0,0.6121,155.7,27.91,534
PROD00000661,Books,1,1,100.0,0.6121,136.37,45.21,535
PROD00005134,Books,1,0,0.0,0.6121,283.67,49.03,536
PROD00002646,Clothing,1,0,0.0,0.612,85.98,35.5,537
PROD00008713,Clothing,1,0,0.0,0.612,252.26,24.7,538
PROD00009513,Clothing,1,0,0.0,0.612,285.58,33.96,539
PROD00007704,Books,1,0,0.0,0.6119,151.73,36.3,540
PROD00003532,Electronics,1,0,0.0,0.6119,126.81,9.63,541
PROD00001018,Clothing,1,1,100.0,0.6119,397.66,35.54,542
PROD00005821,Books,1,1,100.0,0.6118,436.42,49.39,543
PROD00005834,Books,1,0,0.0,0.6118,56.87,28.98,544
PROD00002899,Books,1,1,100.0,0.6117,181.39,13.64,545
PROD00009540,Home,1,1,100.0,0.6117,282.1,15.19,546
PROD00005842,Books,1,0,0.0,0.6116,476.21,16.28,547
PROD00009909,Clothing,1,0,0.0,0.6116,181.33,11.03,548
PROD00004878,Clothing,1,1,100.0,0.6116,420.49,43.0,549
PROD00003641,Books,1,0,0.0,0.6116,90.08,5.51,550
PROD00000402,Books,1,1,100.0,0.6115,260.52,26.84,551
PROD00005653,Home,1,1,100.0,0.6115,68.09,14.62,552
PROD00007319,Electronics,1,0,0.0,0.6115,244.24,14.4,553
PROD00000381,Toys,1,0,0.0,0.6114,253.03,47.43,554
PROD00004882,Books,1,0,0.0,0.6113,130.06,33.73,555
PROD00003775,Books,1,0,0.0,0.6112,122.18,48.13,556
PROD00002673,Clothing,1,1,100.0,0.6112,156.48,25.28,557
PROD00007910,Toys,1,1,100.0,0.6112,297.83,48.16,558
PROD00005958,Home,1,1,100.0,0.6111,318.83,15.06,559
PROD00007235,Clothing,1,0,0.0,0.6111,486.6,42.36,560
PROD00002215,Home,1,1,100.0,0.6111,360.11,17.45,561
PROD00002611,Books,1,0,0.0,0.6111,80.95,12.91,562
PROD00009032,Clothing,1,1,100.0,0.611,309.9,35.49,563
PROD00006422,Toys,1,1,100.0,0.611,236.87,38.5,564
PROD00007633,Books,1,0,0.0,0.611,36.14,21.8,565
PROD00008585,Toys,1,0,0.0,0.611,295.17,9.36,566
PROD00005141,Toys,1,0,0.0,0.6109,376.74,48.25,567
PROD00003927,Clothing,1,1,100.0,0.6109,320.7,35.69,568
PROD00009420,Clothing,1,0,0.0,0.6108,76.05,30.4,569
PROD00003167,Clothing,1,0,0.0,0.6108,158.69,12.29,570
PROD00005242,Electronics,1,0,0.0,0.6108,148.6,37.75,571
PROD00007585,Clothing,1,1,100.0,0.6107,328.07,10.66,572
PROD00002376,Books,1,0,0.0,0.6107,462.51,14.06,573
PROD00009599,Home,1,1,100.0,0.6106,52.93,35.81,574
PROD00003054,Books,1,0,0.0,0.6106,414.61,31.43,575
PROD00003300,Clothing,1,0,0.0,0.6105,451.89,10.51,576
PROD00009894,Home,1,0,0.0,0.6103,186.85,27.8,577
PROD00000060,Books,1,1,100.0,0.6102,389.83,12.23,578
PROD00003187,Home,1,0,0.0,0.6102,214.54,8.35,579
PROD00007830,Electronics,1,1,100.0,0.6101,183.95,19.85,580
PROD00007659,Home,1,1,100.0,0.61,176.81,45.82,581
PROD00006341,Toys,1,1,100.0,0.61,201.06,35.5,582
PROD00004998,Home,1,0,0.0,0.61,268.65,25.1,583
PROD00005068,Books,1,0,0.0,0.61,414.24,23.97,584
PROD00007037,Clothing,1,1,100.0,0.6099,432.12,16.48,585
PROD00003357,Home,1,1,100.0,0.6099,197.74,35.75,586
PROD00009702,Books,1,0,0.0,0.6098,111.21,45.85,587
PROD00007173,Books,1,1,100.0,0.6095,11.96,30.92,588
PROD00006364,Clothing,1,1,100.0,0.6094,41.76,13.56,589
PROD00008270,Toys,1,0,0.0,0.6094,293.33,32.71,590
PROD00001763,Electronics,1,0,0.0,0.6093,196.11,47.97,591
PROD00005172,Toys,1,1,100.0,0.6092,443.82,34.51,592
PROD00006394,Clothing,1,0,0.0,0.6092,279.64,0.79,593
PROD00009562,Clothing,1,0,0.0,0.6092,113.43,9.03,594
PROD00009017,Electronics,1,1,100.0,0.6091,53.89,43.54,595
PROD00009950,Clothing,1,1,100.0,0.6091,16.52,16.19,596
PROD00003261,Toys,1,0,0.0,0.609,270.58,7.4,597
PROD00006816,Home,1,1,100.0,0.6088,487.42,35.61,598
PROD00004751,Clothing,1,0,0.0,0.6087,154.81,36.75,599
PROD00009603,Clothing,1,1,100.0,0.6087,457.37,45.26,600
PROD00007487,Home,1,1,100.0,0.6087,271.9,9.63,601
PROD00005839,Clothing,1,0,0.0,0.6087,63.9,1.3,602
PROD00004015,Clothing,1,0,0.0,0.6086,27.4,44.26,603
PROD00000118,Books,1,1,100.0,0.6086,91.84,31.58,604
PROD00000653,Books,1,0,0.0,0.6085,150.54,39.66,605
PROD00008229,Toys,1,1,100.0,0.6085,243.27,5.16,606
PROD00001400,Clothing,1,1,100.0,0.6085,180.4,42.25,607
PROD00002079,Clothing,1,0,0.0,0.6085,417.16,16.49,608
PROD00009422,Electronics,1,1,100.0,0.6084,109.25,45.5,609
PROD00006338,Electronics,1,0,0.0,0.6083,25.31,16.76,610
PROD00000891,Books,1,1,100.0,0.6083,359.94,31.9,611
PROD00001569,Clothing,1,1,100.0,0.6083,39.23,45.56,612
PROD00008607,Books,1,1,100.0,0.6083,300.47,30.15,613
PROD00004577,Home,1,0,0.0,0.6082,314.49,8.86,614
PROD00008598,Clothing,1,1,100.0,0.6082,103.42,6.75,615
PROD00004934,Electronics,1,1,100.0,0.6082,198.52,17.5,616
PROD00002393,Home,1,1,100.0,0.6082,460.87,38.62,617
PROD00000243,Clothing,1,1,100.0,0.6081,246.71,1.18,618
PROD00008929,Books,1,0,0.0,0.6079,147.86,45.66,619
PROD00006777,Books,1,1,100.0,0.6078,413.05,28.46,620
PROD00003213,Books,1,0,0.0,0.6078,418.47,37.55,621
PROD00006255,Electronics,1,1,100.0,0.6076,396.7,13.21,622
PROD00005175,Electronics,1,0,0.0,0.6076,81.15,13.1,623
PROD00009368,Home,1,0,0.0,0.6075,8.0,32.46,624
PROD00008496,Toys,1,0,0.0,0.6075,465.6,44.51,625
PROD00004141,Clothing,1,0,0.0,0.6075,68.24,43.64,626
PROD00001977,Clothing,1,1,100.0,0.6075,241.08,6.76,627
PROD00004199,Clothing,1,0,0.0,0.6075,196.58,0.8,628
PROD00006450,Home,1,0,0.0,0.6074,160.68,3.25,629
PROD00009007,Electronics,1,0,0.0,0.6073,458.81,34.03,630
PROD00006927,Electronics,1,1,100.0,0.6073,25.1,16.8,631
PROD00006031,Clothing,1,0,0.0,0.6072,485.23,16.42,632
PROD00000056,Electronics,1,0,0.0,0.6072,353.51,17.72,633
PROD00001582,Electronics,1,0,0.0,0.6072,39.4,16.21,634
PROD00006895,Clothing,1,1,100.0,0.6071,224.79,46.6,635
PROD00008341,Electronics,1,0,0.0,0.6071,192.01,46.17,636
PROD00001114,Books,1,1,100.0,0.6071,87.22,18.48,637
PROD00003688,Clothing,1,1,100.0,0.6071,130.88,1.56,638
PROD00005907,Electronics,1,1,100.0,0.607,379.83,40.97,639
PROD00004809,Toys,1,1,100.0,0.6069,171.03,5.7,640
PROD00003420,Home,1,1,100.0,0.6069,103.33,40.5,641
PROD00001304,Electronics,1,0,0.0,0.6069,129.12,28.1,642
PROD00009666,Electronics,1,0,0.0,0.6068,176.06,6.38,643
PROD00009920,Home,1,1,100.0,0.6068,397.71,17.38,644
PROD00006826,Toys,1,0,0.0,0.6067,456.18,41.33,645
PROD00009088,Books,1,1,100.0,0.6066,450.89,49.44,646
PROD00005878,Clothing,1,0,0.0,0.6065,72.1,36.0,647
PROD00009320,Electronics,1,0,0.0,0.6065,77.41,37.74,648
PROD00003514,Books,1,0,0.0,0.6065,171.8,20.37,649
PROD00003677,Clothing,1,1,100.0,0.6064,356.06,12.46,650
PROD00006389,Clothing,1,0,0.0,0.6063,313.92,16.86,651
PROD00006293,Electronics,1,1,100.0,0.6063,67.32,1.78,652
PROD00008361,Home,1,1,100.0,0.6063,141.1,27.19,653
PROD00002006,Electronics,1,0,0.0,0.6062,404.06,15.77,654
PROD00005240,Clothing,1,1,100.0,0.6061,178.53,41.81,655
PROD00002181,Books,1,1,100.0,0.6061,73.98,10.59,656
PROD00006045,Clothing,1,1,100.0,0.606,125.16,22.16,657
PROD00003048,Books,1,1,100.0,0.606,179.73,1.72,658
PROD00005232,Clothing,1,1,100.0,0.6059,112.26,31.91,659
PROD00007817,Home,1,1,100.0,0.6059,101.21,27.13,660
PROD00007668,Electronics,1,0,0.0,0.6058,217.4,36.75,661
PROD00007989,Home,1,1,100.0,0.6057,286.1,4.58,662
PROD00006815,Books,1,1,100.0,0.6056,352.88,28.08,663
PROD00006652,Clothing,1,0,0.0,0.6056,325.17,6.95,664
PROD00002841,Books,1,1,100.0,0.6056,257.29,18.57,665
PROD00000192,Clothing,1,0,0.0,0.6056,178.98,21.41,666
PROD00005506,Toys,1,0,0.0,0.6055,220.38,25.96,667
PROD00005332,Books,1,1,100.0,0.6055,217.66,47.37,668
PROD00009141,Home,1,1,100.0,0.6055,442.44,30.89,669
PROD00006291,Home,1,1,100.0,0.6054,277.94,11.37,670
PROD00003950,Clothing,1,1,100.0,0.6053,222.05,8.77,671
PROD00008403,Home,1,1,100.0,0.6053,407.05,14.7,672
PROD00003081,Clothing,1,1,100.0,0.6053,277.94,24.73,673
PROD00005247,Home,1,0,0.0,0.6053,274.59,22.76,674
PROD00008784,Electronics,1,1,100.0,0.6052,343.39,33.71,675
PROD00003899,Electronics,1,0,0.0,0.6052,360.96,4.55,676
PROD00006500,Clothing,1,1,100.0,0.6052,251.13,23.98,677
PROD00006773,Clothing,1,0,0.0,0.6052,200.74,19.74,678
PROD00002078,Toys,1,1,100.0,0.6052,470.36,21.25,679
PROD00003811,Toys,1,1,100.0,0.6051,54.48,35.14,680
PROD00007931,Electronics,1,1,100.0,0.6051,473.83,40.12,681
PROD00008788,Toys,1,1,100.0,0.605,67.49,27.24,682
PROD00003465,Books,1,0,0.0,0.605,359.54,31.62,683
PROD00005981,Clothing,1,0,0.0,0.6049,81.4,46.44,684
PROD00007195,Home,1,1,100.0,0.6048,415.97,27.23,685
PROD00003106,Home,1,1,100.0,0.6048,47.29,18.85,686
PROD00003018,Home,1,0,0.0,0.6048,216.48,36.02,687
PROD00008891,Clothing,1,0,0.0,0.6047,11.44,22.2,688
PROD00008999,Books,1,1,100.0,0.6047,441.33,49.97,689
PROD00008885,Electronics,1,0,0.0,0.6045,267.72,45.31,690
PROD00004931,Toys,1,1,100.0,0.6045,33.22,47.87,691
PROD00006391,Clothing,1,0,0.0,0.6044,58.92,30.49,692
PROD00000921,Electronics,1,0,0.0,0.6044,5.46,9.32,693
PROD00000457,Electronics,1,0,0.0,0.6043,297.63,45.52,694
PROD00006453,Clothing,1,0,0.0,0.6042,213.52,41.35,695
PROD00009128,Clothing,1,1,100.0,0.604,36.6,19.15,696
PROD00005501,Home,1,1,100.0,0.6038,132.62,31.92,697
PROD00008137,Clothing,1,1,100.0,0.6036,79.85,49.91,698
PROD00005689,Clothing,1,0,0.0,0.6035,337.82,37.97,699
PROD00004515,Clothing,1,1,100.0,0.6035,365.33,8.19,700
PROD00002263,Clothing,1,0,0.0,0.6035,55.65,33.91,701
PROD00003947,Electronics,1,0,0.0,0.6034,221.12,11.32,702
PROD00003093,Home,1,1,100.0,0.6034,232.22,16.06,703
PROD00007779,Clothing,1,1,100.0,0.6034,377.28,35.17,704
PROD00006538,Home,1,1,100.0,0.6034,99.16,37.82,705
PROD00005925,Books,1,0,0.0,0.6033,78.04,39.63,706
PROD00006650,Clothing,1,1,100.0,0.6033,421.61,33.65,707
PROD00007811,Home,1,1,100.0,0.6031,27.45,43.92,708
PROD00009162,Clothing,1,1,100.0,0.6031,183.95,17.02,709
PROD00009302,Clothing,1,0,0.0,0.6031,252.57,37.03,710
PROD00004683,Electronics,1,0,0.0,0.6031,225.55,0.43,711
PROD00005044,Electronics,1,1,100.0,0.603,346.75,2.66,712
PROD00008371,Toys,1,1,100.0,0.603,145.73,48.62,713
PROD00009338,Clothing,1,1,100.0,0.603,386.51,11.79,714
PROD00006077,Home,1,0,0.0,0.603,198.78,39.51,715
PROD00006900,Clothing,1,0,0.0,0.603,221.42,3.44,716
PROD00003221,Books,1,1,100.0,0.603,305.99,4.05,717
PROD00002385,Home,1,0,0.0,0.6029,395.83,23.44,718
PROD00003850,Toys,1,1,100.0,0.6029,373.95,21.39,719
PROD00001073,Toys,1,1,100.0,0.6027,12.24,23.63,720
PROD00003693,Electronics,1,0,0.0,0.6026,18.21,13.19,721
PROD00007329,Home,1,1,100.0,0.6026,43.58,12.63,722
PROD00006312,Electronics,1,1,100.0,0.6025,492.65,15.26,723
PROD00001539,Electronics,1,1,100.0,0.6025,447.6,9.16,724
PROD00006685,Electronics,1,0,0.0,0.6025,28.62,43.16,725
PROD00008965,Clothing,1,1,100.0,0.6024,185.11,15.48,726
PROD00007906,Clothing,1,0,0.0,0.6023,185.12,28.33,727
PROD00009798,Toys,1,1,100.0,0.6023,75.53,48.52,728
PROD00007913,Home,1,0,0.0,0.6023,327.61,39.16,729
PROD00007050,Electronics,1,1,100.0,0.6023,77.38,26.84,730
PROD00008118,Clothing,1,1,100.0,0.6023,86.2,22.95,731
PROD00004649,Home,1,1,100.0,0.6022,351.24,37.35,732
PROD00001335,Books,1,1,100.0,0.6022,63.69,21.45,733
PROD00006958,Clothing,1,0,0.0,0.6021,321.94,41.41,734
PROD00003119,Electronics,1,0,0.0,0.6021,74.64,19.87,735
PROD00003801,Books,1,1,100.0,0.6021,308.8,42.92,736
PROD00002732,Toys,1,0,0.0,0.6021,383.42,49.12,737
PROD00003940,Books,1,1,100.0,0.602,371.52,47.98,738
PROD00002593,Home,1,0,0.0,0.6019,316.56,29.37,739
PROD00009031,Home,1,1,100.0,0.6019,116.37,21.57,740
PROD00007079,Toys,1,1,100.0,0.6018,290.87,14.04,741
PROD00001193,Clothing,1,0,0.0,0.6018,459.98,17.61,742
PROD00002636,Electronics,1,1,100.0,0.6018,236.4,14.65,743
PROD00006922,Home,1,1,100.0,0.6018,432.79,43.71,744
PROD00002883,Books,1,1,100.0,0.6018,223.96,16.19,745
PROD00009290,Home,1,1,100.0,0.6018,90.91,10.01,746
PROD00008222,Home,1,0,0.0,0.6017,256.64,47.29,747
PROD00006084,Electronics,1,1,100.0,0.6017,105.83,3.41,748
PROD00001351,Clothing,1,0,0.0,0.6016,476.67,48.98,749
PROD00002370,Clothing,1,1,100.0,0.6016,125.13,28.15,750
PROD00002564,Clothing,1,0,0.0,0.6016,422.06,5.36,751
PROD00008029,Toys,1,1,100.0,0.6016,223.5,18.7,752
PROD00009797,Books,1,0,0.0,0.6016,346.65,13.36,753
PROD00000330,Electronics,1,0,0.0,0.6015,383.5,31.18,754
PROD00007717,Toys,1,1,100.0,0.6015,153.7,46.01,755
PROD00007929,Clothing,1,0,0.0,0.6015,302.39,39.03,756
PROD00002042,Home,1,1,100.0,0.6015,103.21,11.13,757
PROD00001170,Books,1,0,0.0,0.6014,329.11,2.78,758
PROD00000652,Electronics,1,1,100.0,0.6014,175.33,22.19,759
PROD00002435,Home,1,0,0.0,0.6013,185.23,24.68,760
PROD00004129,Electronics,1,1,100.0,0.6012,380.22,1.19,761
PROD00001982,Clothing,1,0,0.0,0.6012,320.18,40.96,762
PROD00007667,Clothing,1,1,100.0,0.6012,289.81,33.69,763
PROD00004638,Books,1,1,100.0,0.6011,60.27,29.33,764
PROD00008740,Electronics,1,1,100.0,0.601,79.44,20.67,765
PROD00001290,Home,1,1,100.0,0.601,160.06,37.27,766
PROD00005025,Books,1,1,100.0,0.6009,296.48,19.87,767
PROD00005364,Home,1,1,100.0,0.6008,109.61,4.42,768
PROD00006604,Toys,1,1,100.0,0.6008,459.4,46.92,769
PROD00005569,Electronics,1,1,100.0,0.6007,159.18,14.37,770
PROD00005636,Clothing,1,1,100.0,0.6007,84.36,38.22,771
PROD00002143,Home,1,0,0.0,0.6007,21.41,46.74,772
PROD00004877,Toys,1,0,0.0,0.6006,382.05,16.52,773
PROD00004742,Electronics,1,1,100.0,0.6006,471.84,1.24,774
PROD00001856,Toys,1,1,100.0,0.6006,430.34,15.63,775
PROD00004475,Books,1,0,0.0,0.6006,218.97,3.4,776
PROD00003399,Clothing,1,0,0.0,0.6006,421.56,42.73,777
PROD00004629,Books,1,0,0.0,0.6005,273.84,25.39,778
PROD00007059,Books,1,0,0.0,0.6005,8.07,7.41,779
PROD00009922,Clothing,1,0,0.0,0.6004,382.63,13.51,780
PROD00002650,Home,1,0,0.0,0.6004,87.75,35.49,781
PROD00004779,Home,1,0,0.0,0.6004,48.69,18.21,782
PROD00005292,Home,1,1,100.0,0.6004,90.5,43.08,783
PROD00002697,Books,1,0,0.0,0.6004,263.1,41.84,784
PROD00003489,Electronics,1,1,100.0,0.6004,60.34,25.94,785
PROD00004376,Home,1,0,0.0,0.6004,393.71,27.5,786
PROD00007076,Clothing,1,0,0.0,0.6003,306.15,39.46,787
PROD00000847,Books,1,0,0.0,0.6003,261.33,29.14,788
PROD00008172,Clothing,1,0,0.0,0.6002,64.27,43.35,789
PROD00006181,Books,1,1,100.0,0.6002,361.48,45.19,790
PROD00004452,Home,1,0,0.0,0.6002,82.81,25.51,791
PROD00002090,Home,1,1,100.0,0.6002,248.85,32.38,792
PROD00006986,Clothing,1,1,100.0,0.6001,44.19,38.51,793
PROD00004462,Clothing,1,0,0.0,0.6,182.41,0.76,794
PROD00006443,Electronics,1,1,100.0,0.5999,307.35,26.85,795
PROD00000655,Books,1,0,0.0,0.5998,140.72,4.09,796
PROD00006237,Clothing,1,0,0.0,0.5998,287.7,17.69,797
PROD00004661,Electronics,1,1,100.0,0.5998,250.32,8.45,798
PROD00004652,Electronics,1,0,0.0,0.5998,497.97,25.59,799
PROD00002466,Books,1,1,100.0,0.5998,203.26,45.75,800
PROD00004827,Books,1,0,0.0,0.5998,107.4,43.57,801
PROD00002738,Electronics,1,1,100.0,0.5997,328.79,29.85,802
PROD00003649,Clothing,1,0,0.0,0.5997,478.44,39.25,803
PROD00000081,Clothing,1,1,100.0,0.5997,429.47,44.36,804
PROD00002447,Books,1,0,0.0,0.5996,100.2,31.93,805
PROD00006796,Home,1,1,100.0,0.5996,59.23,19.03,806
PROD00005043,Home,1,1,100.0,0.5995,473.54,35.78,807
PROD00006589,Clothing,1,0,0.0,0.5995,69.72,42.09,808
PROD00002114,Books,1,0,0.0,0.5995,85.24,3.89,809
PROD00001924,Electronics,1,1,100.0,0.5994,6.36,39.07,810
PROD00000631,Electronics,1,1,100.0,0.5993,404.88,41.07,811
PROD00001126,Home,1,0,0.0,0.5992,249.42,46.98,812
